"","Gene","Identity.x","Score.x","Length.x","Mismatches.x","DE.x","Identity.y","Score.y","Length.y","Mismatches.y","DE.y","mismatchRatio","X.1","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_starvation1","IAI1_starvation2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"1652","yajR",1343,1299,1365,22,0,449,2329,454,5,0,0.0161172161172161,1660,"yajR",234,96.1084603498551,-0.00280897819353586,0.0387899606769912,-0.0724150822664289,0.942271582393466,0.999740963348521,95.7923870543032,97.7826343779663,93.6419114017752,97.2169085653758
"1653","ybaE",1684,1650,1701,17,0,563,2997,566,3,0,0.00999412110523222,1661,"ybaE",246,420.396830181425,0.00820636385656246,0.053832488144371,0.152442588842525,0.878837868541338,0.999740963348521,396.114465386713,437.799522101349,407.882556394271,439.790776843367
"1654","ybaL",1654,1608,1677,23,0,556,2821,558,2,0,0.0137149672033393,1662,"ybaL",264,218.189353625657,-0.00968697978374715,0.0472510836893181,-0.205010743191421,0.83756373144413,0.999740963348521,202.803702322174,240.011920745917,192.686240769037,237.2555506655
"1655","ybaP",784,762,795,11,0,260,1379,264,4,0,0.0138364779874214,1663,"ybaP",267,58.3290956899065,-0.00191507590919069,0.031524653469262,-0.0607485157944078,0.951559492983945,0.999740963348521,66.4505748034356,51.1136497884824,64.8290155858444,50.9231425818635
"1656","ybaS",913,873,933,20,0,306,1624,310,4,0,0.0214362272240086,1664,"glsA",269,16.9241985419503,-0.00340174919883166,0.0189148533218892,-0.179845391393809,0.857273947377654,0.999740963348521,16.3968950813672,18.8898270957435,16.2072538964611,16.2028180942293
"1657","ybaT",1290,1284,1293,3,0,430,2174,430,0,0,0.00232018561484919,1665,"ybaT",270,22.5520793275201,0.00223524479325845,0.021455537455698,0.104180321647679,0.917026250035702,0.999740963348521,24.1638453830675,20.0009933954931,25.2112838389395,20.8321946925805
"1658","ybbA",680,666,687,7,0,228,1168,228,0,0,0.0101892285298399,1666,"ybbA",277,134.988065346003,0.0020786140253683,0.0428708171822569,0.0484855237662365,0.961329301234108,0.999740963348521,127.723182739071,141.118120068201,128.757628177441,142.3533303993
"1659","ybbB",1076,1038,1095,19,0,359,1915,364,5,0,0.017351598173516,1667,"mnmH",279,21.8009973305397,-0.00389018550582259,0.0211344741947627,-0.1840682417728,0.853959920157416,0.999740963348521,24.1638453830675,21.1121596952427,23.4104778504438,18.5175063934049
"1660","ybbK",909,891,918,9,0,305,1586,305,0,0,0.00980392156862745,1668,"qmcA",271,739.542712964218,0.00564423977536214,0.0563937703501722,0.100086228324773,0.920275868634807,0.999740963348521,744.764234485258,727.813926335999,751.836500196945,733.756190838669
"1661","ybbL",668,648,678,10,0,224,1194,225,1,0,0.0147492625368732,1669,"fetA",272,124.924178499429,-0.00141197684676448,0.0420996785796564,-0.0335388984999707,0.973244846751296,0.999740963348521,121.682221393304,128.895290770956,120.65400122921,128.465200604247
"1662","ybbM",777,771,780,3,0,258,1334,259,1,0,0.00384615384615385,1670,"fetB",273,90.3252717455253,0.00562382199340939,0.0378633608241593,0.148529392821913,0.881924991092135,0.999740963348521,92.3404091424365,85.5598050807205,95.4427173902709,87.9581553686733
"1663","ybbN",847,831,855,8,0,283,1463,284,1,0,0.00935672514619883,1671,"ybbN",274,518.668935014375,0.0120622601788952,0.0552821372040963,0.218194534237389,0.827277543540458,0.999740963348521,503.98877513255,522.24816088232,519.532527681003,528.906276361628
"1664","ybbO",802,786,810,8,0,268,1435,269,1,0,0.00987654320987654,1672,"ybbO",275,65.5365045237476,-0.00299240493769528,0.0338076739578706,-0.0885125945495175,0.929469274625402,0.999740963348521,64.7245858475022,67.7811442847266,64.8290155858444,64.8112723769172
"1665","ybbP",2376,2298,2415,39,0,801,4127,804,3,0,0.0161490683229814,1673,"ybbP",278,182.139268737053,-0.00994961512612668,0.046718695419382,-0.212968599332911,0.831351454929749,0.999740963348521,188.995790674706,181.120106859188,183.682210826559,174.758966587759
"1666","ybbS",915,891,927,12,0,307,1627,308,1,0,0.0129449838187702,1674,"allS",280,16.6579797497067,0.00030088404251224,0.018108806639791,0.0166153434898962,0.986743483913384,0.999740963348521,12.0819226915337,21.1121596952427,12.6056419194697,20.8321946925805
"1667","ybbW",1420,1350,1455,35,0,479,2481,484,5,0,0.0240549828178694,1675,"ybbW",285,54.4053907219403,0.000384685512594663,0.0310324759225136,0.0123962236708151,0.990109497827693,0.999740963348521,58.6836245017353,50.0024834887327,60.3270006146052,48.6084542826879
"1668","ybbY",1281,1239,1302,21,0,432,2192,433,1,0,0.0161290322580645,1676,"ybbY",287,16.1803225125833,-0.000809585953706922,0.0183067470851481,-0.0442233647486027,0.964726357893763,0.999740963348521,13.8079116474671,18.8898270957435,13.5060449137176,18.5175063934049
"1669","ybcF",875,837,894,19,0,293,1526,297,4,0,0.0212527964205817,1677,"ybcF",294,6.41512383247629,-0.00186524542628561,0.0119942065773539,-0.155512197847864,0.876417538433914,0.999740963348521,6.90395582373357,6.6669977984977,6.30282095973487,5.78672074793903
"1670","ybcH",874,840,891,17,0,292,1551,296,4,0,0.0190796857463524,1678,"ybcH",303,44.5458108447991,-0.00118538433497007,0.0289720399706168,-0.0409147694181105,0.967363843014065,0.999740963348521,44.0127183763015,45.5578182897343,42.3189407296484,46.2937659835123
"1671","ybdA",1239,1215,1251,12,0,415,2052,416,1,0,0.00959232613908873,1679,"entS",316,60.5268117019392,0.00315699948441952,0.0319140162118719,0.0989220367458836,0.921200171927537,0.999740963348521,67.3135692814023,52.224816088232,69.3310305570836,53.2378308810391
"1672","ybdG",1240,1224,1248,8,0,414,2174,415,1,0,0.00641025641025641,1680,"ybdG",309,266.149646073608,0.0148272963473592,0.0506614232769683,0.292674295119932,0.769771119484865,0.999740963348521,254.583371000175,267.791078239658,265.618883303112,276.605251751486
"1673","ybdH",1059,999,1089,30,0,357,1887,362,5,0,0.0275482093663912,1681,"ybdH",323,955.13759087237,-0.149886082303396,0.0550567045155358,-2.72239473143732,0.00648106779343474,0.999740963348521,1188.34339616014,983.382175278411,922.012666109787,726.812125941143
"1674","ybdK",1097,1053,1119,22,0,369,2006,372,3,0,0.0196604110813226,1682,"ybdK",311,70.8629608027181,-0.00835951445199551,0.0340185793220792,-0.245733790727995,0.805888312846386,0.999740963348521,64.7245858475022,81.115139881722,61.227403608853,76.3847138727952
"1675","ybdL",1150,1128,1161,11,0,383,2053,386,3,0,0.00947459086993971,1683,"ybdL",324,182.278638503319,0.0021501695485115,0.0241134369497715,0.0891689373435367,0.928947651422862,0.999740963348521,224.378564271341,134.451122269704,231.403569521694,138.881297950537
"1676","ybdO",892,870,903,11,0,297,1568,300,3,0,0.0121816168327796,1684,"ybdO",327,12.9312625026231,-0.00200237859136845,0.0165925246990764,-0.120679560686742,0.903944848867514,0.999740963348521,15.5339006034005,11.1116629974962,13.5060449137176,11.5734414958781
"1677","ybdR",1220,1182,1239,19,0,408,2166,412,4,0,0.0153349475383374,1685,"ybdR",330,62.1684005573544,0.00364586759735657,0.0331189449324231,0.110084050225504,0.912342717348854,0.999740963348521,60.4096134576687,62.2253127859785,61.227403608853,64.8112723769172
"1678","ybeF",953,951,954,1,0,317,1680,317,0,0,0.0010482180293501,1686,"ybeF",341,81.7701646818501,0.00704876833754254,0.0365679207280492,0.192758248136756,0.847148303349429,0.999740963348521,76.8065085390359,83.3374724812212,80.1358664880576,86.8008112190855
"1679","ybeQ",967,945,978,11,0,321,1706,325,4,0,0.0112474437627812,1687,"ybeQ",351,152.569565335111,0.00884398845534502,0.0435240093409864,0.203197926598565,0.838980333365672,0.999740963348521,135.490133040771,164.452612362943,141.363270096911,168.97224583982
"1680","ybeU",701,687,708,7,0,232,1254,235,3,0,0.00988700564971751,1688,"ybeU",352,6.61498949466229,0.000678948559757146,0.012052218892749,0.0563339054657913,0.955075809054849,0.999740963348521,5.17796686780018,7.77816409824732,5.40241796548703,8.10140904711465
"1681","ybeX",874,864,879,5,0,292,1517,292,0,0,0.00568828213879408,1689,"ybeX",359,937.49956261455,0.0280403201862303,0.0567090717781146,0.494459163358264,0.620981939723349,0.999740963348521,922.541096946398,914.489864693934,961.630397856691,951.336890961177
"1682","ybeZ",1030,1008,1041,11,0,345,1817,346,1,0,0.010566762728146,1690,"ybeZ",360,962.312323373454,-0.00324315761872894,0.0567230244755735,-0.0571753295723068,0.954405530153879,0.999740963348521,957.923870543032,971.159345981165,952.626367914213,967.539709055406
"1683","ybfF",755,735,765,10,0,253,1328,254,1,0,0.0130718954248366,1691,"ybfF",370,91.9871386935607,-0.00253630482843102,0.0372088445399257,-0.0681640308854399,0.94565505954352,0.999740963348521,81.9844754068361,103.338465876714,81.9366724765533,100.688941014139
"1684","ybfM",1390,1356,1407,17,0,467,2476,468,1,0,0.0120824449182658,1692,"chiP",369,193.459463838668,-0.00277001522797831,0.0459975572156151,-0.060220920319611,0.951979683945825,0.999740963348521,174.324884549273,214.455095851676,175.578583878328,209.479291075393
"1685","ybgF",788,780,792,4,0,261,1355,263,2,0,0.00505050505050505,1693,"ybgF",396,589.081414123777,0.0244006270527024,0.0557616273787152,0.437588144387915,0.661684866935749,0.999740963348521,566.987372024119,586.695806267798,591.56476722083,611.077710982362
"1686","ybgH",1453,1395,1482,29,0,492,2579,493,1,0,0.0195681511470985,1694,"dtpD",376,44.5825903936346,7.32781905421072e-05,0.0290099629626595,0.00252596635977881,0.997984572583666,0.999740963348521,45.7387073322349,43.335485690235,44.1197467181441,45.1364218339245
"1687","ybgI",738,726,744,6,0,247,1303,247,0,0,0.00806451612903226,1695,"ybgI",377,387.77898911881,0.00978586109251121,0.0529162317243129,0.184931178461353,0.853283015878922,0.999740963348521,407.33339360028,360.017881118876,416.886586336749,366.878095419335
"1688","ybgJ",654,648,657,3,0,218,1125,218,0,0,0.0045662100456621,1696,"ybgJ",378,247.085333167823,0.0133124663627531,0.0500469522861311,0.265999541523375,0.790239562118645,0.999740963348521,243.364442786608,242.234253345416,253.91364437789,248.828992161378
"1689","ybgK",915,879,933,18,0,307,1631,310,3,0,0.0192926045016077,1697,"ybgK",379,283.544018599831,-0.0419977211534811,0.0505389506590297,-0.830997094435664,0.405975270769952,0.999740963348521,318.444962369711,278.902741237154,284.527346182317,252.301024610142
"1690","ybhA",813,801,819,6,0,271,1456,272,1,0,0.00732600732600733,1698,"ybhA",411,54.9220198412885,0.00298909270210654,0.0311716832840693,0.095891282959177,0.923606917867266,0.999740963348521,59.546618979702,48.8913171889831,60.3270006146052,50.9231425818635
"1691","ybhC",1268,1236,1284,16,0,425,2252,427,2,0,0.0124610591900312,1699,"ybhC",416,75.6920257586878,0.000693153138676454,0.0356560739750825,0.0194399736538815,0.984490122061626,0.999740963348521,77.6695030170026,73.3369757834747,76.5342545110663,75.2273697232074
"1692","ybhD",933,891,954,21,0,315,1689,317,2,0,0.0220125786163522,1700,"ybhD",413,42.2377278660256,-0.0102544793539651,0.0281648430276166,-0.36408792848269,0.7157923507913,0.999740963348521,42.2867294203681,46.6689845894839,36.0161197699135,43.9790776843367
"1693","ybhF",1699,1623,1737,38,0,576,3066,578,2,0,0.0218767990788716,1701,"ybhF",429,102.060431303523,-0.0289407004709598,0.0380242710315194,-0.761111250416085,0.446590621256138,0.999740963348521,123.408210349238,96.6714680782166,107.147956315493,81.0140904711465
"1694","ybhG",980,942,999,19,0,330,1728,332,2,0,0.019019019019019,1702,"ybhG",430,87.1447571990119,-0.000119056124192529,0.0358115181494665,-0.0033245204432726,0.997347421352483,0.999740963348521,100.970353922103,73.3369757834747,99.0443293672622,75.2273697232074
"1695","ybhH",1037,1005,1053,16,0,350,1842,350,0,0,0.0151946818613485,1703,"ybhH",414,19.3167665819449,-0.00334223976930165,0.0200833856160019,-0.166418144490471,0.867827895815151,0.999740963348521,18.9858785152673,21.1121596952427,19.8088658734524,17.3601622438171
"1696","ybhI",1423,1401,1434,11,1,477,2397,477,0,1,0.00767085076708508,1704,"ybhI",2,127.153742359468,-0.297396183957469,0.0414304446110283,-7.17820401759109,7.06331063074448e-13,5.55411659264208e-10,192.447768586573,221.122093650174,52.2233736663746,42.8217335347489
"1697","ybhJ",2238,2190,2262,24,0,751,4042,753,2,0,0.0106100795755968,1705,"ybhJ",415,28.4665881305891,0.000300064577139555,0.0217393789493302,0.0138028127592302,0.988987298490518,0.999740963348521,18.9858785152673,37.779654191487,18.9084628792046,38.1923569363976
"1698","ybhK",909,909,909,0,0,302,1565,302,0,0,0,1706,"ybhK",421,169.393151444963,0.0117178755321835,0.0449479172442891,0.260698965616085,0.794324663800838,0.999740963348521,179.502851417073,152.229783065697,187.28382280355,158.55614849353
"1699","ybhL",704,702,705,1,0,234,1186,234,0,0,0.00141843971631206,1707,"ybhL",423,1876.34821827993,0.021376925109171,0.0566629844100253,0.377264369883574,0.70597714792882,0.999740963348521,1703.55109950626,1990.09884285156,1753.98503279479,2057.75789796712
"1700","ybhN",942,912,957,15,0,318,1631,318,0,0,0.0156739811912226,1708,"ybhN",424,16.2330133389587,-0.00317718286295171,0.0182320417055902,-0.174263689950728,0.861658233807352,0.999740963348521,13.8079116474671,20.0009933954931,12.6056419194697,18.5175063934049
"1701","ybhO",1227,1197,1242,15,0,413,2206,413,0,0,0.0120772946859903,1709,"clsB",425,22.4510361696154,0.000891343796244581,0.0208376871540584,0.0427755628374035,0.965880444185456,0.999740963348521,26.7528288169676,17.7786607959939,27.912492821683,17.3601622438171
"1702","ybhP",757,747,762,5,0,253,1358,253,0,0,0.00656167979002625,1710,"ybhP",426,29.7341964345168,0.00292121785591919,0.024421282711822,0.119617707652394,0.904785991765908,0.999740963348521,29.3418122508677,28.89032379349,30.6137018044265,30.090947889283
"1703","ybhR",1095,1071,1107,12,0,368,1926,368,0,0,0.010840108401084,1711,"ybhR",427,69.8786450742263,0.00289692586090658,0.0346162350857072,0.0836869131993706,0.933305362396794,0.999740963348521,67.3135692814023,71.1146431839755,69.3310305570836,71.755337274444
"1704","ybhS",1133,1131,1134,1,0,377,1960,377,0,0,0.000881834215167548,1712,"ybhS",428,56.5729891460081,0.00482351386085765,0.0309349178653922,0.155924573061623,0.876092475703434,0.999740963348521,47.4646962881683,63.3364790857281,49.5221646836311,65.968616526505
"1705","ybiB",959,951,963,4,0,320,1703,320,0,0,0.00415368639667705,1713,"ybiB",434,217.675003345681,0.0134383869103725,0.0483384322135172,0.278006263236122,0.781007550841444,0.999740963348521,223.515569793374,203.34343285418,233.20437551019,210.636635224981
"1706","ybiC",1078,1060,1086,8,0,359,1910,361,2,0,0.00736648250460405,1714,"ybiC",435,738.17425082077,0.0201350284571087,0.0562703322441198,0.357826720655498,0.720472992612427,0.999740963348521,748.216212397125,704.479434041257,774.346575053141,725.654781791555
"1707","ybiH",659,633,672,13,0,223,1188,223,0,0,0.0193452380952381,1715,"ybiH",431,41.9230539298517,-0.0158829364947426,0.0277323846490337,-0.572721628368733,0.566833190755983,0.999740963348521,50.0536797220684,41.1131530907358,44.1197467181441,32.4056361884586
"1708","ybiN",910,876,927,17,0,306,1652,308,2,0,0.0183387270765912,1716,"rlmF",438,39.3839861934246,-0.0074954293537204,0.027478541123521,-0.272773919111174,0.785027009080289,0.999740963348521,43.1497238983348,38.8908204912366,39.6177317469049,35.877668637222
"1709","ybiO",2166,2046,2226,60,0,739,3883,741,2,0,0.0269541778975741,1717,"ybiO",439,49.2062425149874,-0.0145218763704282,0.0300047115145963,-0.483986535360082,0.628395424946049,0.999740963348521,48.327690766135,56.6694812872304,43.2193437238962,48.6084542826879
"1710","ybiR",1117,1113,1119,2,0,370,1880,372,2,0,0.00178731009830206,1718,"ybiR",444,176.12509537507,0.0108232375536816,0.0461177651960276,0.234686947810165,0.814451718978646,0.999740963348521,180.365845895039,165.563778662693,187.28382280355,171.286934138995
"1711","ybiS",913,897,921,8,0,306,1622,306,0,0,0.00868621064060804,1719,"ldtB",445,368.840757676537,0.010556373919754,0.0528788272638325,0.199633283602987,0.841767395168805,0.999740963348521,346.923780142612,382.241207113868,353.8583767394,392.339666710266
"1712","ybiT",1571,1527,1593,22,0,530,2814,530,0,0,0.0138104205900816,1720,"ybiT",446,340.887227732916,-0.00347872761187348,0.0528378139136581,-0.0658378413906004,0.947506928505917,0.999740963348521,344.334796708712,340.016887723383,341.252734819931,337.94449167964
"1713","ybiU",1258,1242,1266,8,0,421,2271,421,0,0,0.00631911532385466,1721,"ybiU",447,27.8445207180215,0.00274460575195593,0.0237196485913163,0.115710219794771,0.907882206437374,0.999740963348521,26.7528288169676,27.7791574937404,27.912492821683,28.9336037396952
"1714","ybiV",807,789,816,9,0,269,1436,271,2,0,0.0110294117647059,1722,"ybiV",448,54.5431851084463,0.00284666359247391,0.0304724990398492,0.0934174643422355,0.925571916648334,0.999740963348521,62.1356024136021,45.5578182897343,63.0282095973487,47.4511101331001
"1715","ybiW",2363,2223,2433,70,0,806,4354,810,4,0,0.0287710645293876,1723,"ybiW",449,54.4898757831613,-0.00832474594541552,0.0311869066875984,-0.266930799800221,0.789522441948595,0.999740963348521,59.546618979702,53.3359823879816,57.6257916318617,47.4511101331001
"1716","ybiX",671,657,678,7,0,223,1195,225,2,0,0.0103244837758112,1724,"ybiX",436,61.0687325481319,0.00436044463682688,0.032885009966252,0.132596725416892,0.894512322291794,0.999740963348521,61.2726079356354,58.8918138867297,63.9286125915965,60.181895778566
"1717","ybiY",896,888,900,4,0,298,1597,299,1,0,0.00444444444444444,1725,"ybiY",450,3.90562967727124,0.000420400001412566,0.00944228061050837,0.0445231421045357,0.964487405533398,0.999740963348521,4.31497238983348,3.33349889924885,4.50201497123919,3.47203244876342
"1718","ybjD",1615,1527,1659,44,0,550,2905,552,2,0,0.0265220012055455,1726,"ybjD",491,951.898467443441,-0.0545067667555088,0.0566879565210795,-0.961522871886208,0.336289331026138,0.999740963348521,1006.25156130917,973.381678580664,939.120323000495,888.840306883436
"1719","ybjE",898,894,900,2,0,299,1505,299,0,0,0.00222222222222222,1727,"ybjE",489,26.9008073467028,0.0024922778004354,0.0227217485826348,0.109686883972483,0.912657702720744,0.999740963348521,21.5748619491674,31.1126563929893,22.510074856196,32.4056361884586
"1720","ybjI",800,768,816,16,0,269,1427,271,2,0,0.0196078431372549,1728,"ybjI",467,59.2591750777773,0.00121775379207022,0.0324769006778177,0.0374959976677199,0.970089531302984,0.999740963348521,61.2726079356354,56.6694812872304,61.227403608853,57.8672074793903
"1721","ybjJ",1205,1197,1209,4,0,401,2036,402,1,0,0.0033085194375517,1729,"ybjJ",468,53.4227799605634,0.00467751926980125,0.030494670001026,0.153388092727151,0.878092234396912,0.999740963348521,45.7387073322349,58.8918138867297,47.7213586951354,61.3392399281538
"1722","ybjL",1673,1647,1686,13,0,561,2901,561,0,0,0.00771055753262159,1730,"ybjL",469,499.2946234247,0.013493081622745,0.0547404054164355,0.246492175571169,0.805301260618525,0.999740963348521,470.331990491849,515.581163083822,483.516407911089,527.74893221204
"1723","ybjR",828,822,831,3,0,274,1453,276,2,0,0.0036101083032491,1731,"amiD",482,266.695820453944,0.0122439472555735,0.0507792780328602,0.241120940074221,0.809461383671502,0.999740963348521,264.076310257809,261.12408044116,271.921704262847,269.661186853959
"1724","ybjS",1014,1014,1014,0,0,337,1824,337,0,0,0,1732,"ybjS",483,82.8401562974495,0.00719312764572763,0.0368660347027628,0.195115306100132,0.845302680324315,0.999740963348521,81.1214809288694,81.115139881722,84.6378814592968,84.4861229199099
"1725","ybjT",1416,1386,1431,15,0,476,2519,476,0,0,0.010482180293501,1733,"ybjT",484,90.5749890815537,-0.00721998572377533,0.0379781783774399,-0.190108794898499,0.849223878429972,0.999740963348521,91.4774146644698,93.3379691789678,91.8411054132795,85.6434670694977
"1726","ybjX",990,984,993,3,0,328,1759,330,2,0,0.00302114803625378,1734,"ybjX",492,1922.42588152613,0.0288551835073303,0.0567554527512872,0.508412533220006,0.611164065094482,0.999740963348521,1768.27568535376,2000.09933954931,1840.42372024258,2080.90478095888
"1727","ycaC",615,591,627,12,0,206,1104,208,2,0,0.0191387559808612,1735,"ycaC",506,88.2495238031614,0.00563058581471571,0.0375489437804662,0.149953240965592,0.88080150633409,0.999740963348521,83.7104643627695,90.0044702797189,85.5382844535446,93.7448761166123
"1728","ycaD",1128,1086,1149,21,0,380,1950,382,2,0,0.0182767624020888,1736,"ycaD",507,126.896737122431,0.00276619123803695,0.0422571044723834,0.065460974493526,0.947806977503331,0.999740963348521,131.175160650938,121.117126672708,131.458837160184,123.835824005895
"1729","ycaJ",1328,1296,1344,16,0,446,2376,447,1,0,0.0119047619047619,1737,"rarA",501,130.072209714486,0.00178837487325733,0.0427162357895028,0.041866396703822,0.966605204444513,0.999740963348521,130.312166172971,128.895290770956,131.458837160184,129.622544753834
"1730","ycaL",758,744,765,7,0,253,1331,254,1,0,0.00915032679738562,1738,"ycaL",517,29.1305411493049,-0.0408051835509048,0.0239994291755831,-1.7002564207827,0.0890827037526153,0.999740963348521,33.6567846407011,42.2243193904854,19.8088658734524,20.8321946925805
"1731","ycaM",1415,1383,1431,16,0,476,2489,476,0,0,0.0111809923130678,1739,"ycaM",508,28.0234897886777,0.000368016173035175,0.0236827506482773,0.015539418478062,0.987601836885869,0.999740963348521,25.8898343390009,30.0014900932396,26.1116868331873,30.090947889283
"1732","ycaN",903,891,909,6,0,299,1602,302,3,0,0.0066006600660066,1740,"ycaN",509,124.194696553591,0.00832186902434377,0.0411657942440118,0.202154948718238,0.839795591654415,0.999740963348521,110.463293179737,133.339955969954,115.251583263723,137.723953800949
"1733","ycaO",1746,1716,1761,15,0,584,3123,586,2,0,0.00851788756388416,1741,"ycaO",513,57.3811004642101,0.00288001577587344,0.0314304251251034,0.0916314610575589,0.92699085428591,0.999740963348521,50.0536797220684,63.3364790857281,51.3229706721268,64.8112723769172
"1734","ycaP",680,654,693,13,0,230,1218,230,0,0,0.0187590187590188,1742,"ycaP",514,505.704836435353,0.0115442549207805,0.0544839240310203,0.211883690943549,0.83219777447013,0.999740963348521,471.194984969816,528.915158680818,479.914795934098,542.794406156681
"1735","ycbB",1842,1830,1848,6,0,613,3249,615,2,0,0.00324675324675325,1743,"ldtD",528,753.563020111834,0.0244720026397664,0.0563763071912224,0.434083107940362,0.664228091540655,0.999740963348521,755.983162698826,722.258094837251,786.051813978363,749.959008932899
"1736","ycbF",705,693,711,6,0,233,1211,236,3,0,0.00843881856540084,1744,"ycbF",539,16.2148814077953,0.000318204451139323,0.0181894200769036,0.0174939305263157,0.986042574845087,0.999740963348521,18.9858785152673,13.3339955969954,19.8088658734524,12.7307856454659
"1737","ycbJ",894,894,894,0,0,297,1579,297,0,0,0,1745,"ycbJ",523,269.812014750919,0.0166748957218163,0.0508380365594013,0.328000388101784,0.742911369180238,0.999740963348521,268.391282647642,260.01291414141,280.025331211078,270.818531003547
"1738","ycbL",646,642,648,2,0,214,1133,215,1,0,0.00308641975308642,1746,"ycbL",529,1021.08617182863,0.0278969351895942,0.0566963023793546,0.492041526851892,0.622689987255777,0.999740963348521,1033.00439012613,967.825847081916,1077.78238411466,1005.7320659918
"1739","ycbR",698,690,702,4,0,232,1223,233,1,0,0.0056980056980057,1747,"elfD",537,14.5525270934855,0.00147220884781635,0.0175890287916125,0.0837004058187902,0.933294634482475,0.999740963348521,12.9449171695004,15.5563281964946,13.5060449137176,16.2028180942293
"1740","ycbT",1036,966,1071,35,0,351,1862,356,5,0,0.0326797385620915,1748,"elfG",538,27.8597568561834,-0.0151325459126325,0.0236945229052316,-0.638651640007967,0.523049579364353,0.999740963348521,31.0678012068011,31.1126563929893,26.1116868331873,23.1468829917561
"1741","ycbX",1105,1095,1110,5,0,366,1964,369,3,0,0.0045045045045045,1749,"ycbX",541,177.957582317474,0.0109161115479919,0.0437113209621479,0.249731907151577,0.802794681493305,0.999740963348521,198.48872993234,150.007450466198,207.092688677003,156.241460194354
"1742","ycbY",2090,2052,2109,19,0,699,3754,702,3,0,0.00900900900900901,1750,"rlmL",542,122.719931659161,-0.00159073716337128,0.0417037763801349,-0.0381437198605594,0.969573093248199,0.999740963348521,117.367249003471,128.895290770956,116.151986257971,128.465200604247
"1743","ycbZ",1756,1746,1761,5,0,585,3104,586,1,0,0.00283929585462805,1751,"ycbZ",546,276.043315331385,0.0153389085078011,0.0508473856601575,0.301665627615939,0.762906973427865,0.999740963348521,261.487326823909,280.013907536903,271.021301268599,291.650725696127
"1744","yccA",656,648,660,4,0,219,1097,219,0,0,0.00606060606060606,1752,"yccA",552,4705.36329243128,0.00882198514095168,0.0550485460894021,0.160258276878453,0.872677624241245,0.999740963348521,4615.29446816589,4749.12476512986,4658.68509223832,4798.34884419105
"1745","yccC",2178,2172,2181,3,0,726,3845,726,0,0,0.00137551581843191,1753,"etk",560,209.278128214002,0.013493192983505,0.0474288189197954,0.284493548243794,0.776032177624597,0.999740963348521,189.858785152673,220.010927350424,198.088658734524,229.154141618386
"1746","yccM",1062,1038,1074,12,0,353,1873,357,4,0,0.0111731843575419,1754,"yccM",565,35.6190005237285,0.0021614099526082,0.0263731988689074,0.0819547891536353,0.934682665486194,0.999740963348521,33.6567846407011,36.6684878917373,35.1157167756657,37.0350127868098
"1747","yccR",630,630,630,0,0,209,1108,209,0,0,0,1755,"sxy",547,249.158607035326,0.0137047936952138,0.04771272379327,0.287235617790215,0.773931915781876,0.999740963348521,215.748619491674,272.235743438656,225.10074856196,283.549316649013
"1748","yccS",2141,2115,2154,13,0,714,3790,717,3,0,0.00603528319405757,1756,"yccS",548,179.851755981685,0.0125990254264246,0.0461976445466183,0.272720082378028,0.785068396178317,0.999740963348521,185.54381276284,166.674944962442,193.586643763285,173.601622438171
"1749","yccT",663,663,663,0,0,220,1153,220,0,0,0,1757,"yccT",550,22.9951776694316,0.0020944015745202,0.0209226053926922,0.100102331196846,0.920263084603209,0.999740963348521,17.2598895593339,27.7791574937404,18.0080598849568,28.9336037396952
"1750","yccW",1098,1086,1104,6,0,367,1957,367,0,0,0.00543478260869565,1758,"rlmI",551,180.337024598143,0.05652138719225,0.0466644578398524,1.21122991262913,0.225807301549081,0.999740963348521,165.694939769606,162.230279763444,198.989061728772,194.433817130752
"1751","yccZ",1140,1140,1140,0,0,379,2005,379,0,0,0,1759,"gfcE",561,31.814414004362,0.00296477586626212,0.0246609812309681,0.120221326089778,0.904307824519463,0.999740963348521,26.7528288169676,35.5573215919877,27.912492821683,37.0350127868098
"1752","ycdW",937,933,939,2,0,312,1662,312,0,0,0.00212992545260916,1760,"ghrA",580,360.229362079152,0.0168054043392507,0.0515047387131168,0.326288507798427,0.744206082314175,0.999740963348521,384.895537173146,321.127060627639,401.579735434536,333.315115081288
"1753","ycdX",731,717,738,7,0,244,1301,245,1,0,0.00948509485094851,1761,"ycdX",581,448.060994306544,0.0170129623689688,0.052717148080804,0.322721599865221,0.746906092386287,0.999740963348521,481.550918705416,397.797535310363,499.72366180755,413.171861402847
"1754","yceA",1038,1008,1053,15,0,349,1887,350,1,0,0.0142450142450142,1762,"yceA",590,61.2795524941022,-0.00455825661513433,0.0319124649965154,-0.142836243318467,0.886419512518806,0.999740963348521,52.6426631559684,72.2258094837251,53.1237766606225,67.1259606760928
"1755","yceG",1004,966,1023,19,0,339,1797,340,1,0,0.0185728250244379,1763,"yceG",614,76.2107265473261,-0.00795624252563669,0.0347971297305656,-0.228646517320305,0.819143666536211,0.999740963348521,85.4364533187029,71.1146431839755,84.6378814592968,63.6539282273294
"1756","yceH",643,633,648,5,0,214,1128,215,1,0,0.00771604938271605,1764,"yceH",595,526.087293465952,0.00809539891757612,0.0542902767897191,0.149113237144319,0.88146428093557,0.999740963348521,558.357427244452,485.579672990582,570.85549835313,489.556575275642
